net_id,std_nr
6369820,10108696
6369855,10108734
6370160,10109013
6370233,10109099
6370306,10109153
6370497,10109358
6370519,10109374
6370578,10109420
6370616,10109471
6370861,10109757
6370888,10109765
6371140,10110046
6371191,10110097
6371213,10110127
6371299,10110208
6371388,10110283
6371582,10110496
6371604,10110526
6371655,10110577
6371663,10110585
6371701,10110615
6371728,10110623
6371973,10110895
6372074,10110992
6372147,10111085
6372228,10111158
6372236,10111166
6372287,10111212
6372740,10111697
6372775,10111727
6372821,10111786
6372864,10111816
6372899,10111840
6373046,10111964
6373062,10111980
6373232,10112162
6373283,10112219
6373305,10112235
6373496,10112413
6373518,10112421
6373615,10112545
6373844,10112774
6373925,10112855
6075444,10112928
6374301,10112979
6374085,10113037
6374107,10113053
6374174,10113150
6374271,10113266
6374328,10113290
6374344,10113312
6374476,10113452
6374492,10113487
6374549,10113533
6374662,10113657
6374670,10113665
6374719,10113711
6374743,10113754
6374956,10113975
6374980,10114017
6375022,10114068
6375049,10114084
6375200,10114246
6375332,10114386
6375413,10114467
6375847,10114890
6376126,10115161
6376193,10115250
6376215,10115277
6376282,10115358
6376355,10115420
6376479,10115544
6376894,10115951
6376940,10116028
6376975,10116052
6376991,10116079
6377262,10116362
6378072,10117210
6378501,10117660
6378676,10117849
6378749,10117938
6378781,10117989
6378811,10118004
6378978,10118179
6378986,10118187
6379168,10118365
6379176,10118373
6082394,10118462
6379397,10118608
6379826,10119035
6380123,10119337
6380166,10119388
6380425,10119647
6144691,10119949
6380794,10120041
6380832,10120092
6381227,10120505
6381448,10120750
6381596,10120904
6381901,10121226
6382010,10121315
6382029,10121331
6382053,10121374
6053912,10121528
6382231,10121560
6382304,10121625
6382541,10121897
6382738,10122079
6382746,10122087
6382940,10122281
6382975,10122338
6383041,10122400
6383254,10122591
6383289,10122648
6383297,10122656
6383602,10122990
6383777,10123148
6383874,10123253
6384102,10123512
6384242,10123636
6384358,10123741
6384471,10123873
6384560,10123962
6384676,10124063
6384684,10124071
6384765,10124187
6384838,10124233
6384927,10124349
6385036,10124454
6385052,10124470
6385192,10124616
6385206,10124624
6385257,10124675
6385419,10124799
6385737,10125132
6385885,10125272
6386326,10125728
6386792,10126201
6386881,10126309
6387012,10126422
6387071,10126473
6387098,10126481
6387128,10126538
6387578,10127011
6388019,10127402
6388795,10128255
6389651,10129162
6389821,10129332
6390218,10129731
6390633,10130195
6390722,10130292
6390978,10130462
6391109,10130470
6390994,10130489
6391192,10130667
6391540,10131019
6216102,10131256
6257372,10134379
6344097,10136223
6394485,10137300
6398545,10141707
6398928,10142002
6399525,10142622
6401228,10143262
6402445,10144501
6402720,10144765
6403026,10145044
6403344,10145362
6403921,10145931
6404065,10146083
6132499,10147993
6406173,10148159
6406432,10148388
6409334,10151222
6410790,10152733
6087191,10154981
6416756,10158596
6417604,10159444
6420176,10162011
6420222,10162089
6420605,10162437
6421229,10163107
6421342,10163166
6421911,10163735
6422926,10164715
6429335,10171088
6429416,10171169
6430147,10171908
6430155,10171916
6434592,10176306
6436269,10177973
6470742,10212736
6481612,10235302
6482058,10235744
6482066,10235752
6482139,10235825
6482147,10235833
6482155,10235841
6482201,10235892
6484360,10238050
6484379,10238069
6484387,10238077
6484395,10238085
6484417,10238107
6484425,10238115
6484433,10238123
6484441,10238131
6484476,10238166
6484484,10238174
6484492,10238182
6484506,10238190
6484514,10238204
6484522,10238212
6487785,10241477
103727681,10372768
